time,open,high,low,close,tick_volume,spread,symbol,timeframe,atr,rsi,vwap_dist,hour,dow,session,symbol_encoded,swing_high,swing_low,is_swing_high,is_swing_low,fvg_bullish,fvg_bearish,near_fvg_bull,near_fvg_bear,label
2025-12-15 04:45:00+00:00,4359.89990234375,4360.89990234375,4357.89990234375,4358.89990234375,458,0,XAUUSD,15m,5.078543526785714,71.27644838452747,1.725887042383394,4,0,1,1,4364.5,4356.2001953125,0,0,,3.10009765625,0,1,1
2025-12-15 05:00:00+00:00,4359.0,4360.60009765625,4357.7998046875,4359.60009765625,1077,0,XAUUSD,15m,4.507149832589286,66.38977247401584,2.015408924796245,5,0,1,1,4373.2998046875,4356.2001953125,0,0,,1.7998046875,0,1,1
2025-12-15 05:15:00+00:00,4359.7001953125,4364.5,4359.10009765625,4363.0,1277,0,XAUUSD,15m,4.435721261160714,67.07290446795419,2.690905537591365,5,0,1,1,4378.0,4357.7998046875,0,0,2.10009765625,,0,1,1
2025-12-15 05:30:00+00:00,4362.89990234375,4373.2998046875,4362.7001953125,4371.7998046875,2480,0,XAUUSD,15m,4.771414620535714,75.67523974310097,4.027618432803368,5,0,1,1,4378.2998046875,4357.7998046875,0,0,7.10009765625,,0,0,-1
2025-12-15 05:45:00+00:00,4372.2001953125,4378.0,4371.60009765625,4377.5,1610,0,XAUUSD,15m,4.978550502232143,78.28409105784712,4.766446189035056,5,0,1,1,4378.7001953125,4359.10009765625,0,0,,1.099609375,0,0,-1
2025-12-15 06:00:00+00:00,4377.2998046875,4378.2998046875,4372.2001953125,4376.10009765625,1656,0,XAUUSD,15m,5.049944196428571,72.22238085719997,4.205551482918117,6,0,1,1,4378.7998046875,4362.7001953125,0,0,,2.39990234375,0,1,-1
2025-12-15 06:15:00+00:00,4376.0,4378.7001953125,4375.60009765625,4376.89990234375,995,0,XAUUSD,15m,4.985665457589286,78.70394092381885,4.289820036086424,6,0,1,1,4380.5,4371.60009765625,0,0,,3.39990234375,0,1,-1
2025-12-15 06:30:00+00:00,4377.0,4378.7998046875,4374.89990234375,4377.89990234375,845,0,XAUUSD,15m,4.764229910714286,87.17133265873207,4.588680199193216,6,0,1,1,4380.5,4372.2001953125,0,0,,2.900390625,0,1,-1
2025-12-15 06:45:00+00:00,4378.2001953125,4380.5,4375.7998046875,4376.10009765625,1067,0,XAUUSD,15m,4.742815290178571,81.55399639707974,4.095643232155041,6,0,1,1,4380.5,4373.39990234375,0,0,,5.39990234375,0,1,-1
2025-12-15 07:00:00+00:00,4376.10009765625,4376.7998046875,4373.39990234375,4374.89990234375,1425,0,XAUUSD,15m,4.621372767857143,75.5320069953076,3.7919138525540115,7,0,1,1,4380.5,4366.7001953125,0,0,,6.2998046875,0,1,-1
2025-12-15 07:15:00+00:00,4374.7998046875,4377.7998046875,4374.2001953125,4377.2001953125,1201,0,XAUUSD,15m,4.685616629464286,78.93035028986691,4.10428827214282,7,0,1,1,4380.5,4366.7001953125,0,0,,10.099609375,0,1,-1
2025-12-15 07:30:00+00:00,4376.60009765625,4377.7001953125,4366.7001953125,4373.10009765625,2573,0,XAUUSD,15m,5.142787388392857,68.58044815530543,2.765300045425277,7,0,1,1,4377.89990234375,4366.7001953125,0,0,,5.7998046875,0,1,1
2025-12-15 07:45:00+00:00,4373.2998046875,4374.89990234375,4372.0,4372.39990234375,1273,0,XAUUSD,15m,5.114188058035714,67.35826366652661,2.5603129424700515,7,0,1,1,4380.39990234375,4366.7001953125,0,0,,5.7001953125,0,1,1
2025-12-15 08:00:00+00:00,4372.2001953125,4377.89990234375,4372.0,4376.0,1086,0,XAUUSD,15m,5.199916294642857,72.45103841601205,3.133580031259435,8,0,2,1,4380.5,4366.7001953125,0,0,,0.5,0,1,-1
2025-12-15 08:15:00+00:00,4376.10009765625,4380.39990234375,4374.39990234375,4379.2998046875,1566,0,XAUUSD,15m,5.414202008928571,76.28833545171966,3.5012967435245153,8,0,2,1,4382.60009765625,4372.0,0,0,,0.5,0,1,-1
2025-12-15 08:30:00+00:00,4379.5,4380.5,4377.39990234375,4378.5,1170,0,XAUUSD,15m,5.435616629464286,74.2929945899808,3.2543626870981033,8,0,2,1,4383.39990234375,4372.0,0,0,,2.39990234375,0,1,-1
2025-12-15 08:45:00+00:00,4378.60009765625,4382.60009765625,4378.0,4380.39990234375,1305,0,XAUUSD,15m,5.378487723214286,73.26196226907761,3.542448970616342,8,0,2,1,4384.10009765625,4374.39990234375,0,0,,3.7001953125,0,1,-1
2025-12-15 09:00:00+00:00,4380.2998046875,4383.39990234375,4376.7998046875,4382.89990234375,1369,0,XAUUSD,15m,5.092808314732143,67.8457601306266,4.1237647786905685,9,0,2,1,4384.2998046875,4376.7998046875,0,0,,4.10009765625,0,1,-1
2025-12-15 09:15:00+00:00,4382.7001953125,4384.10009765625,4378.5,4381.60009765625,1728,0,XAUUSD,15m,5.035679408482143,57.67816974817578,3.780170235622402,9,0,2,1,4384.2998046875,4375.7001953125,0,0,,5.0,0,1,-1
2025-12-15 09:30:00+00:00,4381.60009765625,4384.2998046875,4378.39990234375,4379.10009765625,991,0,XAUUSD,15m,5.021414620535714,55.39572136157656,3.224045834196559,9,0,2,1,4384.2998046875,4374.2001953125,0,0,,8.39990234375,0,1,-1
2025-12-15 09:45:00+00:00,4379.2998046875,4379.89990234375,4375.7001953125,4376.10009765625,1341,0,XAUUSD,15m,5.099958147321429,48.66699218749999,2.5150017260650857,9,0,2,1,4384.2998046875,4374.2001953125,0,0,,10.099609375,0,1,-1
2025-12-15 10:00:00+00:00,4376.2998046875,4378.39990234375,4374.2001953125,4377.5,1055,0,XAUUSD,15m,5.121372767857143,49.34226376909363,2.7265974894522182,10,0,2,1,4384.2998046875,4372.0,0,0,,3.5,0,1,-1
2025-12-15 10:15:00+00:00,4377.5,4382.5,4376.39990234375,4377.0,1349,0,XAUUSD,15m,5.221365792410714,51.546218769401136,2.508129877823094,10,0,2,1,4382.5,4372.0,0,0,,6.39990234375,0,1,-1
2025-12-15 10:30:00+00:00,4376.89990234375,4377.89990234375,4372.0,4373.10009765625,2521,0,XAUUSD,15m,5.399937220982143,47.17010103491693,1.6188178292285382,10,0,2,1,4382.5,4369.39990234375,0,0,,9.7998046875,0,1,-1
2025-12-15 10:45:00+00:00,4373.2998046875,4376.7998046875,4372.7001953125,4374.0,1045,0,XAUUSD,15m,5.435651506696429,44.73641941597867,1.7406356195049144,10,0,2,1,4382.5,4369.39990234375,0,0,,8.5,0,1,-1
2025-12-15 11:00:00+00:00,4373.7998046875,4373.7998046875,4369.39990234375,4372.7998046875,1324,0,XAUUSD,15m,4.978515625,49.45400308954349,1.626440435003821,11,0,2,1,4377.89990234375,4369.39990234375,0,0,,6.39990234375,0,1,-1
2025-12-15 11:15:00+00:00,4372.7998046875,4376.2998046875,4370.39990234375,4375.2998046875,1273,0,XAUUSD,15m,5.192801339285714,54.948754270477465,2.003697555918752,11,0,2,1,4377.7001953125,4369.39990234375,0,0,,0.39990234375,0,1,-1
2025-12-15 11:30:00+00:00,4375.2998046875,4376.10009765625,4373.39990234375,4374.7998046875,804,0,XAUUSD,15m,4.964250837053571,47.70948263008797,1.969563945371684,11,0,2,1,4380.0,4369.39990234375,0,0,,2.7998046875,0,1,-1
2025-12-15 11:45:00+00:00,4374.7998046875,4377.7001953125,4373.5,4376.60009765625,1193,0,XAUUSD,15m,4.835693359375,44.53494118809923,2.351822625319048,11,0,2,1,4380.7001953125,4370.39990234375,0,0,0.69970703125,,0,1,-1
2025-12-15 12:00:00+00:00,4376.89990234375,4380.0,4376.7998046875,4378.0,1225,0,XAUUSD,15m,4.857107979910714,49.011850079129196,2.5788575785090884,12,0,2,1,4382.60009765625,4373.39990234375,0,0,,0.5,0,0,-1
2025-12-15 12:15:00+00:00,4377.89990234375,4380.7001953125,4377.2001953125,4380.60009765625,1051,0,XAUUSD,15m,4.778529575892857,50.38499098557692,3.1184809894967356,12,0,2,1,4382.60009765625,4373.5,0,0,,1.10009765625,0,1,-1
2025-12-15 12:30:00+00:00,4380.7001953125,4382.60009765625,4378.89990234375,4379.5,1296,0,XAUUSD,15m,4.571393694196429,43.08965681506917,2.957270086278104,12,0,2,1,4382.60009765625,4367.2001953125,0,0,,3.2001953125,0,1,-1
2025-12-15 12:45:00+00:00,4379.5,4381.2998046875,4377.5,4379.89990234375,1237,0,XAUUSD,15m,4.442801339285714,46.41311961761918,3.0774974533743222,12,0,2,1,4382.60009765625,4367.2001953125,0,0,,15.39990234375,0,1,-1
2025-12-15 13:00:00+00:00,4379.89990234375,4380.7001953125,4367.2001953125,4369.7001953125,3640,0,XAUUSD,15m,4.985665457589286,35.03195608565164,0.6325995753505224,13,0,4,1,4382.60009765625,4367.2001953125,0,0,,12.7998046875,0,1,-1
2025-12-15 13:15:00+00:00,4369.5,4375.60009765625,4368.5,4372.89990234375,3146,0,XAUUSD,15m,5.192836216517857,44.93633722726992,1.1768475146374895,13,0,4,1,4381.2998046875,4364.2998046875,0,0,,12.0,0,1,-1
2025-12-15 13:30:00+00:00,4372.89990234375,4375.7998046875,4368.7001953125,4371.7998046875,2260,0,XAUUSD,15m,5.399972098214286,40.89419986895884,0.8992444009063415,13,0,4,1,4380.7001953125,4361.7998046875,0,0,,11.30029296875,0,1,-1
2025-12-15 13:45:00+00:00,4371.89990234375,4378.89990234375,4364.2998046875,4365.7001953125,4324,0,XAUUSD,15m,6.007114955357143,34.688368400158794,-0.23074282367701138,13,0,4,1,4378.89990234375,4354.39990234375,0,0,,14.0,0,1,-1
2025-12-15 14:00:00+00:00,4365.7001953125,4370.39990234375,4361.7998046875,4362.39990234375,3898,0,XAUUSD,15m,6.199986049107143,35.26135966210218,-0.7395622173863785,14,0,4,1,4378.89990234375,4353.0,0,0,,24.5,0,1,-1
2025-12-15 14:15:00+00:00,4362.5,4366.10009765625,4354.39990234375,4358.5,5945,0,XAUUSD,15m,6.742885044642857,30.279800213701762,-1.187882870889728,14,0,4,1,4378.89990234375,4348.7001953125,0,0,,17.39990234375,0,1,-1
2025-12-15 14:30:00+00:00,4358.39990234375,4367.39990234375,4353.0,4359.7998046875,8870,0,XAUUSD,15m,7.44287109375,33.50229272524477,-0.8250364136976768,14,0,4,1,4370.39990234375,4343.5,0,0,,17.39990234375,0,1,-1
2025-12-15 14:45:00+00:00,4359.7998046875,4363.2998046875,4348.7001953125,4355.39990234375,7783,0,XAUUSD,15m,8.064278738839286,25.907709769333536,-1.216588920214054,14,0,4,1,4367.39990234375,4342.7998046875,0,0,,23.89990234375,0,1,-1
2025-12-15 15:00:00+00:00,4355.2998046875,4359.7998046875,4343.5,4355.0,8813,0,XAUUSD,15m,9.035679408482142,25.970655162605482,-1.0262994264881689,15,0,4,1,4367.39990234375,4342.7998046875,0,0,,20.5,0,1,-1
2025-12-15 15:15:00+00:00,4354.89990234375,4359.2001953125,4342.7998046875,4346.0,7163,0,XAUUSD,15m,9.907121930803571,18.387627243470106,-1.757452461994687,15,0,4,1,4363.2998046875,4342.7998046875,0,0,,15.0,0,1,-1
2025-12-15 15:30:00+00:00,4345.7001953125,4356.60009765625,4344.7998046875,4355.2998046875,4621,0,XAUUSD,15m,10.507149832589286,29.839549002601913,-0.7338190116122545,15,0,4,1,4359.7998046875,4332.10009765625,0,0,,10.7001953125,0,1,-1
2025-12-15 15:45:00+00:00,4355.2001953125,4359.7001953125,4348.5,4349.89990234375,4341,0,XAUUSD,15m,11.057163783482142,24.0263066576334,-1.1552696917773309,15,0,4,1,4359.7001953125,4322.0,0,0,,24.5,0,1,-1
2025-12-15 16:00:00+00:00,4350.0,4350.5,4332.10009765625,4335.0,9347,0,XAUUSD,15m,12.107142857142858,19.478083806665964,-2.158534851610435,16,0,3,1,4359.7001953125,4315.89990234375,0,0,,37.7001953125,0,1,-1
2025-12-15 16:15:00+00:00,4335.0,4337.39990234375,4322.0,4326.7998046875,9434,0,XAUUSD,15m,12.935721261160714,17.099793672211092,-2.4986192770369593,16,0,3,1,4359.7001953125,4315.89990234375,0,0,,34.60009765625,0,1,0
2025-12-15 16:30:00+00:00,4326.7001953125,4331.2001953125,4315.89990234375,4327.2998046875,8092,0,XAUUSD,15m,13.064313616071429,20.14015927815909,-2.3028708330630123,16,0,3,1,4350.5,4315.89990234375,0,0,,14.60009765625,0,1,0
2025-12-15 16:45:00+00:00,4327.5,4330.60009765625,4322.7998046875,4328.2001953125,4240,0,XAUUSD,15m,13.114327566964286,17.467323397087355,-2.1660038349227704,16,0,3,1,4337.39990234375,4315.89990234375,0,0,,10.0,0,1,0
2025-12-15 17:00:00+00:00,4328.10009765625,4330.7998046875,4321.2001953125,4327.5,3407,0,XAUUSD,15m,13.292898995535714,17.5695963625445,-2.14354901090676,17,0,3,1,4335.2001953125,4315.89990234375,0,0,,7.30029296875,0,1,0
2025-12-15 17:15:00+00:00,4327.2998046875,4333.89990234375,4323.2998046875,4332.39990234375,3162,0,XAUUSD,15m,13.007184709821429,25.186106926888897,-1.776737492523297,17,0,3,1,4336.2998046875,4321.2001953125,0,0,,0.599609375,0,1,0
2025-12-15 17:30:00+00:00,4332.39990234375,4335.2001953125,4330.2001953125,4333.89990234375,2196,0,XAUUSD,15m,12.750034877232142,28.17757638296918,-1.6726120185173832,17,0,3,1,4336.2998046875,4321.2001953125,0,0,,2.39990234375,0,1,0
2025-12-15 17:45:00+00:00,4333.60009765625,4336.2998046875,4331.5,4334.2998046875,1900,0,XAUUSD,15m,12.257149832589286,30.42049207528089,-1.6884608207628582,17,0,3,1,4336.5,4323.2998046875,0,0,,4.2001953125,0,1,0
2025-12-15 18:00:00+00:00,4334.10009765625,4335.2998046875,4331.0,4332.7001953125,1299,0,XAUUSD,15m,11.535714285714286,28.18053153011479,-1.9186635251418536,18,0,3,1,4339.7001953125,4329.60009765625,0,0,,6.69970703125,0,1,0
2025-12-15 18:15:00+00:00,4332.7001953125,4336.5,4329.60009765625,4335.5,3482,0,XAUUSD,15m,10.985735212053571,33.55366698142902,-1.7228712499076788,18,0,3,1,4343.2998046875,4329.60009765625,0,0,,3.099609375,0,1,0
2025-12-15 18:30:00+00:00,4335.39990234375,4339.7001953125,4332.2001953125,4338.7998046875,2492,0,XAUUSD,15m,10.357177734375,37.22370265399486,-1.4856775594820377,18,0,3,1,4347.0,4329.60009765625,0,0,0.7001953125,,0,1,-1
2025-12-15 18:45:00+00:00,4338.89990234375,4343.2998046875,4337.2001953125,4342.7001953125,1965,0,XAUUSD,15m,9.621407645089286,47.169969346220206,-1.1793504193216404,18,0,3,1,4347.0,4329.60009765625,0,0,1.19970703125,,0,0,-1
2025-12-15 19:00:00+00:00,4342.5,4347.0,4340.89990234375,4341.89990234375,2160,0,XAUUSD,15m,9.214250837053571,36.54636193389614,-1.3047506948628254,19,0,3,1,4347.0,4332.2001953125,0,0,,5.39990234375,0,0,-1
2025-12-15 19:15:00+00:00,4341.2998046875,4343.5,4337.89990234375,4338.10009765625,2133,0,XAUUSD,15m,8.814243861607142,37.759588305610144,-1.7769657079890706,19,0,3,1,4347.0,4336.60009765625,0,0,,10.39990234375,0,1,-1
2025-12-15 19:30:00+00:00,4338.0,4341.2998046875,4336.60009765625,4340.39990234375,1833,0,XAUUSD,15m,7.835658482142857,57.584111700887405,-1.6877642109883102,19,0,3,1,4347.0,4336.60009765625,0,0,,4.2998046875,0,1,-1
2025-12-15 19:45:00+00:00,4340.60009765625,4343.2001953125,4339.2001953125,4342.89990234375,1074,0,XAUUSD,15m,7.021379743303571,76.92332816199885,-1.5179608008679828,19,0,3,1,4343.5,4327.89990234375,0,0,,1.39990234375,0,1,-1
2025-12-15 20:00:00+00:00,4342.7998046875,4343.2998046875,4339.89990234375,4340.5,1030,0,XAUUSD,15m,6.171351841517857,70.7551515523754,-2.1052251710660794,20,0,3,1,4343.2998046875,4327.89990234375,0,0,,15.30029296875,0,1,-1
2025-12-15 20:15:00+00:00,4340.60009765625,4340.60009765625,4327.89990234375,4333.7001953125,2940,0,XAUUSD,15m,6.521344866071429,57.29458087244844,-2.9900971604564335,20,0,3,1,4343.2998046875,4327.89990234375,0,0,,14.39990234375,0,1,-1
2025-12-15 20:30:00+00:00,4333.39990234375,4336.5,4328.89990234375,4334.5,1577,0,XAUUSD,15m,6.378522600446429,59.259546323567406,-2.9066678250382605,20,0,3,1,4343.2998046875,4327.89990234375,0,0,,7.80029296875,0,1,-1
2025-12-15 20:45:00+00:00,4334.7998046875,4336.7998046875,4332.7998046875,4333.7001953125,1114,0,XAUUSD,15m,5.907087053571429,51.92929073389843,-3.2563181684647984,20,0,3,1,4340.60009765625,4327.89990234375,0,0,,6.7998046875,0,1,-1
2025-12-15 21:00:00+00:00,4333.89990234375,4334.89990234375,4329.7001953125,4333.7001953125,974,0,XAUUSD,15m,5.921351841517857,49.68988368742702,-3.2317989208389184,21,0,0,1,4336.7998046875,4328.89990234375,0,0,,5.099609375,0,1,-1
2025-12-15 21:15:00+00:00,4333.7998046875,4334.2998046875,4331.7001953125,4332.5,363,0,XAUUSD,15m,5.764195033482143,47.27294249948211,-3.5218072409094456,21,0,0,1,4336.7998046875,4329.7001953125,0,0,,5.0,0,1,-1
2025-12-15 21:30:00+00:00,4332.60009765625,4333.7001953125,4329.89990234375,4331.0,439,0,XAUUSD,15m,5.728515625,47.416070527471874,-3.79743166327949,21,0,0,1,4338.60009765625,4329.7001953125,0,0,,3.2998046875,0,1,1
2025-12-15 21:45:00+00:00,4331.0,4335.10009765625,4331.0,4334.2998046875,436,0,XAUUSD,15m,5.528529575892857,48.203268910265784,-3.3303317192922917,21,0,0,1,4339.10009765625,4329.89990234375,0,0,0.599609375,,0,1,-1
2025-12-15 23:00:00+00:00,4334.2998046875,4338.60009765625,4334.2998046875,4335.2998046875,229,0,XAUUSD,15m,5.299979073660714,44.372919675940466,-3.2816769596433155,23,0,0,1,4339.10009765625,4329.89990234375,0,0,0.10009765625,,0,0,-1
2025-12-15 23:15:00+00:00,4335.5,4339.10009765625,4335.2001953125,4336.7001953125,558,0,XAUUSD,15m,5.142857142857143,39.51034624052449,-3.1011673694034316,23,0,0,1,4339.10009765625,4331.0,0,0,,3.30029296875,0,0,-1
2025-12-15 23:30:00+00:00,4336.89990234375,4337.7998046875,4335.2998046875,4336.2998046875,342,0,XAUUSD,15m,4.885707310267857,40.07064568074386,-3.3407161435287067,23,0,0,1,4339.10009765625,4332.0,0,0,,6.80029296875,0,1,-1
2025-12-15 23:45:00+00:00,4336.2001953125,4337.60009765625,4332.2998046875,4333.10009765625,729,0,XAUUSD,15m,4.864292689732143,40.94190078550704,-3.999653514548832,23,0,0,1,4339.10009765625,4332.0,0,0,,5.7998046875,0,1,-1
2025-12-16 00:00:00+00:00,4333.2001953125,4337.5,4332.0,4335.7998046875,752,0,XAUUSD,15m,4.921456473214286,41.78539664823954,-3.3914864976921355,0,1,1,1,4341.89990234375,4332.0,0,0,,5.0,0,1,-1
2025-12-16 00:15:00+00:00,4335.60009765625,4338.5,4332.60009765625,4338.10009765625,788,0,XAUUSD,15m,5.057163783482143,41.36719710542031,-2.833303852743262,0,1,1,1,4341.89990234375,4332.0,0,0,,1.39990234375,0,1,-1
2025-12-16 00:30:00+00:00,4338.2001953125,4341.89990234375,4336.10009765625,4339.89990234375,920,0,XAUUSD,15m,5.228585379464286,48.89686742662239,-2.3848933083645214,0,1,1,1,4341.89990234375,4326.39990234375,0,0,,5.0,0,1,-1
2025-12-16 00:45:00+00:00,4339.7998046875,4340.10009765625,4333.5,4335.7998046875,814,0,XAUUSD,15m,4.792864118303571,54.28491709183674,-3.4440097422232454,0,1,1,1,4341.89990234375,4326.39990234375,0,0,,15.5,0,1,-1
2025-12-16 01:00:00+00:00,4336.0,4336.5,4326.39990234375,4331.2998046875,2321,0,XAUUSD,15m,4.971435546875,44.32593413443225,-4.178468566642184,1,1,1,1,4345.2998046875,4326.39990234375,0,0,,8.89990234375,0,1,1
2025-12-16 01:15:00+00:00,4331.2001953125,4339.5,4331.2001953125,4338.89990234375,1289,0,XAUUSD,15m,5.278564453125,57.42804927386615,-2.4773823134060096,1,1,1,1,4345.2998046875,4326.39990234375,0,0,2.5,,0,1,-1
2025-12-16 01:30:00+00:00,4339.2001953125,4345.2998046875,4339.0,4342.2001953125,1586,0,XAUUSD,15m,5.364292689732143,61.096379398266194,-1.8087795386999337,1,1,1,1,4345.2998046875,4326.39990234375,0,0,,7.5,0,0,-1
2025-12-16 01:45:00+00:00,4342.2998046875,4343.7998046875,4332.0,4336.2998046875,1434,0,XAUUSD,15m,6.021449497767857,54.41827720119002,-2.5749393144167088,1,1,1,1,4345.2998046875,4331.2001953125,0,0,,12.39990234375,0,1,-1
2025-12-16 02:00:00+00:00,4336.2001953125,4339.5,4332.89990234375,4338.39990234375,771,0,XAUUSD,15m,6.221435546875,58.48591746458368,-2.145946931000079,2,1,1,1,4345.2998046875,4332.0,0,0,,9.19970703125,0,1,-1
2025-12-16 02:15:00+00:00,4338.39990234375,4340.0,4334.60009765625,4338.5,781,0,XAUUSD,15m,6.314278738839286,55.19808561552778,-2.090401309220984,2,1,1,1,4343.7998046875,4312.60009765625,0,0,,6.89990234375,0,1,-1
2025-12-16 02:30:00+00:00,4338.60009765625,4339.60009765625,4332.60009765625,4336.5,790,0,XAUUSD,15m,6.507114955357143,51.44946338011558,-2.3270470156644367,2,1,1,1,4340.0,4307.2001953125,0,0,,27.39990234375,0,1,-1
2025-12-16 02:45:00+00:00,4336.7998046875,4337.2001953125,4312.60009765625,4316.39990234375,4754,0,XAUUSD,15m,7.985700334821429,33.11153899274497,-4.3328194325428795,2,1,1,1,4340.0,4307.2001953125,0,0,,32.39990234375,0,1,-1
2025-12-16 03:00:00+00:00,4316.5,4321.5,4307.2001953125,4308.7001953125,3793,0,XAUUSD,15m,8.828543526785714,29.525630994812957,-4.717022231555665,3,1,1,1,4339.60009765625,4307.2001953125,0,0,,29.900390625,0,1,-1
2025-12-16 03:15:00+00:00,4309.2001953125,4314.89990234375,4307.2998046875,4314.2001953125,3012,0,XAUUSD,15m,8.992815290178571,36.44209685667649,-3.9625921409146208,3,1,1,1,4337.2001953125,4307.2001953125,0,0,,12.0,0,1,-1
2025-12-16 03:30:00+00:00,4314.5,4315.7998046875,4309.5,4311.7001953125,1668,0,XAUUSD,15m,9.049944196428571,32.66239514395312,-4.183443933567031,3,1,1,1,4321.5,4307.2001953125,0,0,,5.89990234375,0,1,-1
2025-12-16 03:45:00+00:00,4311.39990234375,4318.0,4309.0,4317.2001953125,1008,0,XAUUSD,15m,9.271379743303571,35.62606201852361,-3.4737358056624026,3,1,1,1,4318.60009765625,4307.2998046875,0,0,,2.599609375,0,1,-1
2025-12-16 04:00:00+00:00,4317.2998046875,4318.60009765625,4313.2001953125,4314.39990234375,716,0,XAUUSD,15m,9.242815290178571,32.700410759242075,-3.775949882377008,4,1,1,1,4318.60009765625,4309.0,0,0,,5.0,0,1,-1
2025-12-16 04:15:00+00:00,4314.39990234375,4317.2001953125,4313.0,4315.0,425,0,XAUUSD,15m,9.071393694196429,35.185571599476944,-3.7741678810199093,4,1,1,1,4318.60009765625,4309.0,0,0,,3.80029296875,0,1,-1
2025-12-16 04:30:00+00:00,4315.0,4318.2998046875,4314.7998046875,4315.89990234375,323,0,XAUUSD,15m,8.599958147321429,38.438698230925446,-3.871048118236239,4,1,1,1,4318.89990234375,4312.2998046875,0,0,,3.30029296875,0,1,-1
2025-12-16 04:45:00+00:00,4315.60009765625,4317.10009765625,4313.89990234375,4315.10009765625,324,0,XAUUSD,15m,8.235700334821429,30.100757724214517,-4.133598131028274,4,1,1,1,4318.89990234375,4305.7001953125,0,0,,6.0,0,1,-1
2025-12-16 05:00:00+00:00,4315.39990234375,4318.89990234375,4312.2998046875,4312.5,560,0,XAUUSD,15m,8.25,24.87318032353477,-4.431431347932548,5,1,1,1,4318.89990234375,4297.39990234375,0,0,,11.39990234375,0,1,-1
2025-12-16 05:15:00+00:00,4312.7001953125,4312.89990234375,4305.7001953125,4307.0,1466,0,XAUUSD,15m,7.921421595982143,25.042838842768973,-5.277286498066697,5,1,1,1,4318.89990234375,4297.39990234375,0,0,,21.5,0,1,-1
2025-12-16 05:30:00+00:00,4306.7998046875,4307.39990234375,4297.39990234375,4305.7001953125,3727,0,XAUUSD,15m,8.164271763392858,21.76186339908415,-5.191913737551379,5,1,1,1,4318.89990234375,4297.39990234375,0,0,,7.2998046875,0,1,0
2025-12-16 05:45:00+00:00,4305.7998046875,4314.0,4305.60009765625,4309.89990234375,1645,0,XAUUSD,15m,8.378557477678571,26.935223469186838,-4.526288388084265,5,1,1,1,4316.0,4297.39990234375,0,0,1.30029296875,,0,1,-1
2025-12-16 06:00:00+00:00,4310.2998046875,4314.5,4308.7001953125,4312.89990234375,808,0,XAUUSD,15m,8.292829241071429,31.269618595134204,-4.196701668745943,6,1,1,1,4318.39990234375,4297.39990234375,0,0,,3.10009765625,0,0,-1
