time,open,high,low,close,tick_volume,spread,symbol,timeframe,atr,atr_pct,bb_width,volatility_regime,rsi,vwap_dist,hour,dow,session,symbol_encoded,timeframe_encoded,swing_high,swing_low,is_swing_high,is_swing_low,fvg_bullish,fvg_bearish,near_fvg_bull,near_fvg_bear,ob_zone_strength,dist_to_demand,dist_to_supply,in_demand_zone,in_supply_zone,is_liquidity_sweep_bull,is_liquidity_sweep_bear,near_liquidity_sweep_bull,near_liquidity_sweep_bear,is_news_window,label
2025-12-05 02:15:00+00:00,1.1655012369155884,1.1656370162963867,1.1655012369155884,1.1655012369155884,0,0.0,EURUSD,15m,0.00032011951719005234,0.00027466252891950987,,0,66.66422823701083,,2,4,1,0,0,1.1657729148864746,1.1655012369155884,0,1,,0.00027167797088623047,0,1,0.0,0.0,0.8486766857296535,1,0,0,0,0,0,0,-1
2025-12-05 02:30:00+00:00,1.1656370162963867,1.1656370162963867,1.1655012369155884,1.1655012369155884,0,0.0,EURUSD,15m,0.0003201195171900682,0.00027466252891952353,,0,66.66422823701083,,2,4,1,0,0,1.1657729148864746,1.164958119392395,0,0,,0.00013577938079833984,0,1,0.0,1.6966085915682798,0.8486766857296114,0,0,0,0,0,0,0,-1
2025-12-05 02:45:00+00:00,1.1656370162963867,1.1657729148864746,1.1655012369155884,1.1655012369155884,0,0.0,EURUSD,15m,0.000271626881190677,0.0002330558497814358,,0,60.00175546388459,,2,4,1,0,0,1.1657729148864746,1.164958119392395,0,0,,0.0006788969039916992,0,1,0.0,1.9994984326021144,1.0001880877744116,0,0,0,0,0,0,0,-1
2025-12-05 03:00:00+00:00,1.1655012369155884,1.1655012369155884,1.164958119392395,1.165229558944702,0,0.0,EURUSD,1h,0.00027163539613994647,0.00023311749522210448,,0,45.4559961701055,,3,4,1,0,1,1.1657729148864746,1.164958119392395,0,0,,0.0004075765609741211,0,1,0.0,0.9992790194657153,2.0003134697981193,0,0,0,0,0,0,0,1
2025-12-05 03:00:00+00:00,1.1655012369155884,1.1655012369155884,1.1653653383255005,1.1653653383255005,0,0.0,EURUSD,15m,0.00027164391108921597,0.00023309764084757993,,0,54.5440038298945,,3,4,1,0,0,1.1657729148864746,1.164958119392395,0,0,,0.0002716779708864525,0,1,0.0,1.4990909660836311,1.5004074979625102,0,0,0,0,0,0,0,-1
2025-12-05 03:15:00+00:00,1.1653653383255005,1.1653653383255005,1.165229558944702,1.165229558944702,0,0.0,EURUSD,15m,0.0002716439110892477,0.00023312480275154007,,0,50.0,,3,4,1,0,0,1.1655012369155884,1.164958119392395,0,0,,0.0005431175231933594,0,1,0.0,0.9992476960682779,1.0001253839891653,0,0,0,0,0,0,0,1
2025-12-05 03:30:00+00:00,1.1650937795639038,1.1650937795639038,1.164958119392395,1.1650937795639038,0,0.0,EURUSD,15m,0.0002716353961399782,0.0002331446626053155,0.0006641289323987272,0,41.669104739616074,,3,4,1,0,0,1.1657729148864746,1.164958119392395,0,0,,0.0001357793807985619,0,1,0.0,0.49942008087517853,2.500172408388306,1,0,0,0,0,0,0,1
2025-12-05 03:45:00+00:00,1.165229558944702,1.1653653383255005,1.165229558944702,1.165229558944702,0,0.0,EURUSD,15m,0.0002619198390415895,0.00022477960418271486,0.0005834273302369017,0,36.362910947967784,,3,4,1,0,0,1.1675423383712769,1.164958119392395,0,0,0.0001357793807981178,,0,1,0.0,1.036345903770221,8.830104031209675,0,0,0,0,0,0,0,1
2025-12-05 04:00:00+00:00,1.165229558944702,1.1657729148864746,1.165229558944702,1.1656370162963867,0,0.0,EURUSD,1h,0.00028132540839062185,0.0002413490687559713,0.0005934241323046314,0,50.0,,4,4,1,0,1,1.1675423383712769,1.164958119392395,0,0,,0.0001357793807985619,0,0,0.0,2.413208632222253,6.772662610853075,0,0,0,0,0,0,0,1
2025-12-05 04:00:00+00:00,1.165229558944702,1.1675423383712769,1.165229558944702,1.1665889024734497,0,0.0,EURUSD,4h,0.00042711836951124315,0.00036612586370884313,0.001072053519855509,0,73.69782046545585,,4,4,1,0,2,1.1675423383712769,1.165229558944702,0,0,,0.000543355941772683,0,1,0.0,3.182592053587614,2.2322521480829236,0,0,0,0,0,0,0,-1
2025-12-05 04:00:00+00:00,1.165229558944702,1.1655012369155884,1.165229558944702,1.1655012369155884,0,0.0,EURUSD,15m,0.0004951017243522189,0.0004247972534653575,0.001053686501933127,0,48.001824497386316,,4,4,1,0,0,1.1675423383712769,1.165229558944702,0,0,,0.002177000045776367,0,1,0.0,0.5487316192281707,4.122590076532277,0,0,0,0,0,0,0,1
2025-12-05 04:15:00+00:00,1.1655012369155884,1.1656370162963867,1.1653653383255005,1.1656370162963867,0,0.0,EURUSD,15m,0.0005048087665013539,0.00043307544239226187,0.001036315313111331,0,50.0,,4,4,1,0,0,1.1675423383712769,1.165229558944702,0,0,,,0,1,0.0,0.8071518933966445,3.774344269207589,0,0,0,0,0,0,0,1
2025-12-05 04:30:00+00:00,1.1656370162963867,1.1656370162963867,1.1655012369155884,1.1655012369155884,0,0.0,EURUSD,15m,0.0004951017243522189,0.0004247972534653575,0.0010295073094192572,0,50.0,,4,4,1,0,0,1.1663167476654053,1.165229558944702,0,0,,0.00013577938079833984,0,0,0.0,0.5487316192281707,1.6471579671508765,0,0,0,0,0,0,0,1
2025-12-05 04:45:00+00:00,1.1655012369155884,1.1657729148864746,1.1655012369155884,1.1656370162963867,0,0.0,EURUSD,15m,0.0004951017243522189,0.0004247477709015457,0.0010293873871252274,0,51.850287533707814,,4,4,1,0,0,1.1663167476654053,1.1653653383255005,0,0,,,0,1,0.0,0.5487316192277222,1.3729125462204792,0,0,0,0,0,0,0,1
