time,open,high,low,close,tick_volume,spread,symbol,timeframe
2024-09-30 18:45:00+00:00,1.3373599999999999,1.33815,1.33551,1.3363,2864,10.0,GBPUSD,45m
2024-09-30 19:30:00+00:00,1.33625,1.33769,1.33595,1.33717,2194,10.0,GBPUSD,45m
2024-09-30 20:00:00+00:00,1.33709,1.33764,1.33662,1.33713,2582,13.0,GBPUSD,2h
2024-09-30 20:00:00+00:00,1.33709,1.33764,1.3366799999999999,1.33732,1854,10.0,GBPUSD,1h
2024-09-30 20:15:00+00:00,1.33717,1.33764,1.33696,1.33732,1171,10.0,GBPUSD,45m
2024-09-30 21:00:00+00:00,1.33718,1.33739,1.33662,1.33713,728,16.0,GBPUSD,1h
2024-09-30 21:00:00+00:00,1.33718,1.3373,1.33662,1.33727,537,70.33333333333333,GBPUSD,45m
2024-09-30 21:45:00+00:00,1.3373,1.33792,1.33701,1.33789,539,12.0,GBPUSD,45m
2024-09-30 22:00:00+00:00,1.33737,1.33801,1.33701,1.3379699999999999,680,10.0,GBPUSD,1h
2024-09-30 22:00:00+00:00,1.33737,1.3382100000000001,1.33701,1.33768,1534,10.0,GBPUSD,2h
2024-09-30 22:30:00+00:00,1.33789,1.3382100000000001,1.33772,1.338,576,10.0,GBPUSD,45m
2024-09-30 23:00:00+00:00,1.3379699999999999,1.3382100000000001,1.33735,1.33768,854,10.0,GBPUSD,1h
2024-09-30 23:15:00+00:00,1.338,1.33813,1.33735,1.33768,610,10.0,GBPUSD,45m
2024-10-01 00:00:00+00:00,1.3377,1.33784,1.33686,1.33744,2586,10.0,GBPUSD,1h
2024-10-01 00:00:00+00:00,1.3377,1.33784,1.33686,1.33712,1977,10.0,GBPUSD,45m
2024-10-01 00:00:00+00:00,1.3377,1.33894,1.33686,1.33884,4747,10.0,GBPUSD,2h
2024-10-01 00:45:00+00:00,1.33711,1.33817,1.33708,1.33809,1634,10.0,GBPUSD,45m
2024-10-01 01:00:00+00:00,1.33745,1.33894,1.33719,1.33884,2161,10.0,GBPUSD,1h
2024-10-01 01:30:00+00:00,1.33809,1.33894,1.33809,1.33815,1596,10.0,GBPUSD,45m
2024-10-01 02:00:00+00:00,1.33884,1.33887,1.33779,1.33792,1738,10.0,GBPUSD,1h
