time,open,high,low,close,tick_volume,spread,symbol,timeframe,atr,atr_pct,bb_width,volatility_regime,rsi,vwap_dist,hour,dow,session,symbol_encoded,timeframe_encoded,swing_high,swing_low,is_swing_high,is_swing_low,fvg_bullish,fvg_bearish,near_fvg_bull,near_fvg_bear,ob_zone_strength,dist_to_demand,dist_to_supply,in_demand_zone,in_supply_zone,is_liquidity_sweep_bull,is_liquidity_sweep_bear,near_liquidity_sweep_bull,near_liquidity_sweep_bear,is_news_window,label
2025-12-05 02:15:00+00:00,0.6615944504737854,0.6615944504737854,0.6615506410598755,0.6615506410598755,0,0.0,AUDUSD,15m,0.00035001976149422783,0.0005290898984444463,,0,58.725456275408696,,2,4,1,0,0,0.6619448065757751,0.6615506410598755,0,0,,0.00017517805099487305,0,1,0.0,0.0,1.1261236057557806,1,0,0,0,0,0,0,1
2025-12-05 02:30:00+00:00,0.6615944504737854,0.6618571877479553,0.6615506410598755,0.6618571877479553,0,0.0,AUDUSD,15m,0.0003625495093209403,0.0005477760399559252,,0,62.85636445015276,,2,4,1,0,0,0.6619448065757751,0.6613319516181946,0,0,0.00017511844635009766,,0,1,0.0,1.448729390765184,0.24167410399736955,0,1,0,0,0,0,0,-1
2025-12-05 02:45:00+00:00,0.6618571877479553,0.6619448065757751,0.6617695689201355,0.6618133783340454,0,0.0,AUDUSD,15m,0.000303187540599278,0.0004581163671282667,,0,52.63333970560122,,2,4,1,0,0,0.6619448065757751,0.6613319516181946,0,0,,0.0005252361297607422,0,0,0.0,1.5878842346200834,0.4334882675915914,0,1,0,0,0,0,0,-1
2025-12-05 03:00:00+00:00,0.6616382002830505,0.6616820096969604,0.6613319516181946,0.6616820096969604,0,0.0,AUDUSD,1h,0.00028446742466517856,0.00042991560975862104,,0,59.998365612486715,,3,4,1,0,1,0.6619448065757751,0.6613319516181946,0,1,,0.0003941655158996582,0,1,0.0,1.2305735153256705,0.9238206417624522,0,0,0,0,0,0,0,-1
2025-12-05 03:00:00+00:00,0.6616382002830505,0.6616382002830505,0.6615506410598755,0.6615944504737854,0,0.0,AUDUSD,15m,0.00027824299676077705,0.00042056428460293134,,0,62.4904247169972,,3,4,1,0,0,0.6619448065757751,0.6613319516181946,0,0,,0.00035005807876586914,0,1,0.0,0.9434158582489213,1.2591731187073478,0,0,0,0,0,0,0,1
2025-12-05 03:15:00+00:00,0.6615506410598755,0.6615944504737854,0.6613319516181946,0.6614194512367249,0,0.0,AUDUSD,15m,0.00028762647083827427,0.0004348624315484963,,0,58.814419225634175,,3,4,1,0,0,0.6616820096969604,0.6613319516181946,0,0,,0.00030624866485595703,0,1,0.0,0.3042126765149945,0.9128452588886586,1,0,0,0,0,0,0,1
2025-12-05 03:30:00+00:00,0.6613319516181946,0.6615506410598755,0.6613319516181946,0.6615506410598755,0,0.0,AUDUSD,15m,0.00028451851436070034,0.00043007820823039487,0.0015141432849030778,0,57.137696262331524,,3,4,1,0,0,0.6621201038360596,0.6613319516181946,0,0,,4.380941390991211e-05,0,1,0.0,0.7686299156042378,2.0014963787633926,0,0,0,0,0,0,0,1
2025-12-05 03:45:00+00:00,0.6616382002830505,0.6616820096969604,0.6615506410598755,0.6616820096969604,0,0.0,AUDUSD,15m,0.0002563936369759696,0.00038748769532572554,0.001400744983944514,0,52.272797598787015,,3,4,1,0,0,0.6631739735603333,0.6613319516181946,0,0,0.00013136863708496094,,0,1,0.0,1.365315001162366,5.819036232606025,0,0,0,0,0,0,0,1
2025-12-05 04:00:00+00:00,0.6616820096969604,0.6621201038360596,0.6616820096969604,0.6621201038360596,0,0.0,AUDUSD,1h,0.0002626819269997733,0.00039672851719483985,0.0016011775872115666,0,59.62092256139065,,4,4,1,0,1,0.6631739735603333,0.6613319516181946,0,0,,,0,0,0.0,3.000405192952884,4.01196129596914,0,0,0,0,0,0,0,1
2025-12-05 04:00:00+00:00,0.6616820096969604,0.6631739735603333,0.6616820096969604,0.6627344489097595,0,0.0,AUDUSD,4h,0.0003536173275538853,0.0005335731802317027,0.0022000112455413377,0,73.78716570383423,,4,4,1,0,2,0.6631739735603333,0.6615506410598755,0,0,,0.0004380941390991211,0,0,0.0,3.347708829974235,1.2429386693635773,0,0,0,0,0,0,0,-1
2025-12-05 04:00:00+00:00,0.6616820096969604,0.6619886159896851,0.6616820096969604,0.6619886159896851,0,0.0,AUDUSD,15m,0.000400658164705549,0.0006052342215984451,0.002102971593205108,0,57.13806260156857,,4,4,1,0,0,0.6631739735603333,0.6616820096969604,0,0,,0.0013167858123779297,0,1,0.0,0.7652565696494416,2.9585259332461984,0,0,0,0,0,0,0,1
2025-12-05 04:15:00+00:00,0.6619886159896851,0.6620324850082397,0.6618571877479553,0.6620324850082397,0,0.0,AUDUSD,15m,0.0003975459507533482,0.0006004931174161344,0.0019408306095774692,0,56.575815601567676,,4,4,1,0,0,0.6631739735603333,0.6616820096969604,0,0,4.38690185546875e-05,,0,1,0.0,0.881596984235778,2.871337388622344,0,0,0,0,0,0,0,1
