time,open,high,low,close,tick_volume,spread,symbol,timeframe
2025-12-15 04:00:00+00:00,25269.25,25282.5,25237.75,25253.0,4971,0.0,USTECH,4h
2025-12-15 05:00:00+00:00,25269.25,25272.25,25265.0,25269.25,167,0.0,USTECH,15m
2025-12-15 05:00:00+00:00,25269.25,25282.5,25254.5,25278.0,0,0.0,USTECH,1h
2025-12-15 05:15:00+00:00,25267.0,25270.75,25254.5,25268.75,431,0.0,USTECH,15m
2025-12-15 05:30:00+00:00,25268.0,25279.25,25263.75,25276.25,371,0.0,USTECH,15m
2025-12-15 05:45:00+00:00,25276.0,25282.5,25269.75,25278.0,345,0.0,USTECH,15m
2025-12-15 06:00:00+00:00,25275.75,25279.5,25249.25,25274.0,2011,0.0,USTECH,1h
2025-12-15 06:00:00+00:00,25275.75,25277.5,25249.25,25256.0,574,0.0,USTECH,15m
2025-12-15 06:15:00+00:00,25261.25,25272.25,25256.75,25264.0,397,0.0,USTECH,15m
2025-12-15 06:30:00+00:00,25262.25,25275.0,25252.75,25270.0,431,0.0,USTECH,15m
2025-12-15 06:45:00+00:00,25273.75,25279.5,25267.75,25274.0,609,0.0,USTECH,15m
2025-12-15 07:00:00+00:00,25274.25,25282.25,25237.75,25253.0,2960,0.0,USTECH,1h
2025-12-15 07:00:00+00:00,25274.25,25282.25,25252.0,25258.25,684,0.0,USTECH,15m
2025-12-15 07:15:00+00:00,25257.5,25266.25,25241.75,25246.75,677,0.0,USTECH,15m
2025-12-15 07:30:00+00:00,25247.0,25258.25,25239.0,25245.0,897,0.0,USTECH,15m
2025-12-15 07:45:00+00:00,25246.0,25257.0,25237.75,25253.0,702,0.0,USTECH,15m
2025-12-15 08:00:00+00:00,25253.5,25291.25,25230.25,25286.25,3393,0.0,USTECH,1h
2025-12-15 08:00:00+00:00,25253.5,25357.5,25230.25,25354.75,14642,0.0,USTECH,4h
2025-12-15 08:00:00+00:00,25253.5,25262.5,25230.25,25235.5,882,0.0,USTECH,15m
2025-12-15 08:15:00+00:00,25236.25,25255.25,25231.0,25251.5,602,0.0,USTECH,15m
