time,open,high,low,close,tick_volume,spread,symbol,timeframe
2024-09-30 12:00:00+00:00,143.032,143.366,142.992,143.259,6184,9.0,USDJPY,4h
2024-09-30 14:15:00+00:00,142.956,143.029,142.855,142.927,2284,9.0,USDJPY,15m
2024-09-30 14:30:00+00:00,142.925,143.045,142.817,142.941,2242,9.0,USDJPY,15m
2024-09-30 14:45:00+00:00,142.942,143.089,142.914,143.03,3101,9.0,USDJPY,15m
2024-09-30 15:00:00+00:00,143.032,143.366,142.992,143.259,6184,9.0,USDJPY,1h
2024-09-30 15:00:00+00:00,143.032,143.293,142.992,143.205,2056,9.0,USDJPY,15m
2024-09-30 15:15:00+00:00,143.202,143.271,143.161,143.267,1637,9.0,USDJPY,15m
2024-09-30 15:30:00+00:00,143.264,143.329,143.154,143.321,1445,9.0,USDJPY,15m
2024-09-30 15:45:00+00:00,143.318,143.366,143.259,143.259,1046,9.0,USDJPY,15m
2024-09-30 16:00:00+00:00,143.257,143.913,142.923,143.708,26305,9.0,USDJPY,4h
2024-09-30 16:00:00+00:00,143.257,143.317,143.073,143.113,4992,9.0,USDJPY,1h
2024-09-30 16:00:00+00:00,143.257,143.268,143.147,143.217,1112,9.0,USDJPY,15m
2024-09-30 16:15:00+00:00,143.215,143.317,143.141,143.195,1824,9.0,USDJPY,15m
2024-09-30 16:30:00+00:00,143.196,143.23,143.08,143.144,1039,9.0,USDJPY,15m
2024-09-30 16:45:00+00:00,143.144,143.188,143.073,143.113,1017,9.0,USDJPY,15m
2024-09-30 17:00:00+00:00,143.111,143.126,142.946,142.959,1074,9.0,USDJPY,15m
2024-09-30 17:00:00+00:00,143.111,143.126,142.923,143.093,4101,9.0,USDJPY,1h
2024-09-30 17:15:00+00:00,142.957,143.037,142.947,142.982,875,9.0,USDJPY,15m
2024-09-30 17:30:00+00:00,142.984,143.076,142.966,143.06,889,9.0,USDJPY,15m
2024-09-30 17:45:00+00:00,143.06,143.115,142.923,143.093,1263,9.0,USDJPY,15m
2024-09-30 18:00:00+00:00,143.094,143.679,143.086,143.594,4076,9.0,USDJPY,15m
2024-09-30 18:00:00+00:00,143.094,143.913,143.086,143.682,12690,9.0,USDJPY,1h
2024-09-30 18:15:00+00:00,143.591,143.913,143.576,143.839,4274,9.0,USDJPY,15m
2024-09-30 18:30:00+00:00,143.838,143.84,143.666,143.68,2543,9.0,USDJPY,15m
2024-09-30 18:45:00+00:00,143.679,143.756,143.607,143.682,1797,9.0,USDJPY,15m
2024-09-30 19:00:00+00:00,143.683,143.841,143.634,143.823,1492,9.0,USDJPY,15m
2024-09-30 19:00:00+00:00,143.683,143.908,143.634,143.708,4522,9.0,USDJPY,1h
2024-09-30 19:15:00+00:00,143.825,143.888,143.789,143.802,1025,9.0,USDJPY,15m
2024-09-30 19:30:00+00:00,143.806,143.908,143.766,143.773,1008,9.0,USDJPY,15m
2024-09-30 19:45:00+00:00,143.775,143.781,143.695,143.708,997,9.0,USDJPY,15m
2024-09-30 20:00:00+00:00,143.724,143.728,143.603,143.611,656,9.0,USDJPY,15m
2024-09-30 20:00:00+00:00,143.724,143.728,143.596,143.614,2370,9.0,USDJPY,1h
2024-09-30 20:00:00+00:00,143.724,143.735,143.368,143.712,8294,16.25,USDJPY,4h
2024-09-30 20:15:00+00:00,143.61,143.665,143.596,143.62,577,9.0,USDJPY,15m
2024-09-30 20:30:00+00:00,143.618,143.708,143.618,143.701,532,9.0,USDJPY,15m
2024-09-30 20:45:00+00:00,143.702,143.704,143.607,143.614,605,9.0,USDJPY,15m
2024-09-30 21:00:00+00:00,143.605,143.616,143.518,143.539,59,38.0,USDJPY,15m
2024-09-30 21:00:00+00:00,143.605,143.616,143.518,143.59,433,38.0,USDJPY,1h
2024-09-30 21:15:00+00:00,143.539,143.605,143.521,143.605,118,38.0,USDJPY,15m
2024-09-30 21:30:00+00:00,143.605,143.605,143.564,143.586,127,38.0,USDJPY,15m
2024-09-30 21:45:00+00:00,143.584,143.599,143.525,143.59,129,38.0,USDJPY,15m
2024-09-30 22:00:00+00:00,143.597,143.697,143.528,143.552,1597,9.0,USDJPY,1h
2024-09-30 22:00:00+00:00,143.597,143.697,143.534,143.591,409,9.0,USDJPY,15m
2024-09-30 22:15:00+00:00,143.591,143.634,143.561,143.571,352,9.0,USDJPY,15m
2024-09-30 22:30:00+00:00,143.575,143.606,143.529,143.59,408,9.0,USDJPY,15m
2024-09-30 22:45:00+00:00,143.584,143.599,143.528,143.552,428,9.0,USDJPY,15m
2024-09-30 23:00:00+00:00,143.557,143.735,143.368,143.712,3894,9.0,USDJPY,1h
2024-09-30 23:00:00+00:00,143.557,143.571,143.368,143.467,1158,9.0,USDJPY,15m
2024-09-30 23:15:00+00:00,143.465,143.525,143.424,143.45,642,9.0,USDJPY,15m
2024-09-30 23:30:00+00:00,143.45,143.622,143.435,143.551,1039,9.0,USDJPY,15m
2024-09-30 23:45:00+00:00,143.55,143.735,143.51,143.712,1055,9.0,USDJPY,15m
2024-10-01 00:00:00+00:00,143.71,143.875,143.681,143.858,2342,9.0,USDJPY,15m
2024-10-01 00:00:00+00:00,143.71,144.119,143.681,143.963,7459,9.0,USDJPY,1h
2024-10-01 00:00:00+00:00,143.71,144.329,143.655,144.273,22321,9.0,USDJPY,4h
2024-10-01 00:15:00+00:00,143.86,143.986,143.822,143.942,1725,9.0,USDJPY,15m
2024-10-01 00:30:00+00:00,143.944,144.068,143.892,144.024,1375,9.0,USDJPY,15m
2024-10-01 00:45:00+00:00,144.023,144.119,143.925,143.963,2017,9.0,USDJPY,15m
2024-10-01 01:00:00+00:00,143.964,144.128,143.681,143.715,6174,9.0,USDJPY,1h
2024-10-01 01:00:00+00:00,143.964,144.128,143.853,144.088,1599,9.0,USDJPY,15m
2024-10-01 01:15:00+00:00,144.088,144.091,143.899,143.939,1280,9.0,USDJPY,15m
2024-10-01 01:30:00+00:00,143.94,143.975,143.847,143.884,1272,9.0,USDJPY,15m
2024-10-01 01:45:00+00:00,143.883,143.905,143.681,143.715,2023,9.0,USDJPY,15m
2024-10-01 02:00:00+00:00,143.713,144.022,143.655,144.003,4193,9.0,USDJPY,1h
2024-10-01 02:00:00+00:00,143.713,143.749,143.655,143.741,1153,9.0,USDJPY,15m
2024-10-01 02:15:00+00:00,143.745,143.883,143.717,143.872,1060,9.0,USDJPY,15m
2024-10-01 02:30:00+00:00,143.871,144.013,143.862,143.941,1032,9.0,USDJPY,15m
2024-10-01 02:45:00+00:00,143.941,144.022,143.907,144.003,948,9.0,USDJPY,15m
2024-10-01 03:00:00+00:00,144.003,144.329,143.948,144.273,4495,9.0,USDJPY,1h
2024-10-01 03:00:00+00:00,144.003,144.15,143.948,144.139,1276,9.0,USDJPY,15m
2024-10-01 03:15:00+00:00,144.139,144.188,144.103,144.173,893,9.0,USDJPY,15m
2024-10-01 03:30:00+00:00,144.174,144.303,144.137,144.253,1314,9.0,USDJPY,15m
2024-10-01 03:45:00+00:00,144.25,144.329,144.216,144.273,1012,9.0,USDJPY,15m
2024-10-01 04:00:00+00:00,144.275,144.395,144.22,144.273,3532,9.0,USDJPY,1h
2024-10-01 04:00:00+00:00,144.275,144.384,144.22,144.343,1055,9.0,USDJPY,15m
2024-10-01 04:00:00+00:00,144.275,144.53,143.876,144.17,27984,9.0,USDJPY,4h
2024-10-01 04:15:00+00:00,144.342,144.391,144.322,144.378,613,9.0,USDJPY,15m
2024-10-01 04:30:00+00:00,144.378,144.395,144.272,144.353,979,9.0,USDJPY,15m
2024-10-01 04:45:00+00:00,144.353,144.382,144.249,144.273,885,9.0,USDJPY,15m
