time,open,high,low,close,tick_volume,spread,symbol,timeframe,atr,rsi,vwap_dist,hour,dow,session,symbol_encoded,timeframe_encoded,swing_high,swing_low,is_swing_high,is_swing_low,fvg_bullish,fvg_bearish,near_fvg_bull,near_fvg_bear,label
2025-12-15 03:00:00+00:00,4358.2001953125,4361.7998046875,4354.7998046875,4355.2998046875,1350,0.0,XAUUSD,15m,8.199951171875,67.56314077553637,0.8080479545274688,3,0,1,1,0,4361.7998046875,4351.7998046875,0,0,,10.0,0,1,1
2025-12-15 03:15:00+00:00,4355.2001953125,4356.7998046875,4351.7998046875,4356.60009765625,1374,0.0,XAUUSD,15m,8.085693359375,66.11570247933884,0.9632434038398505,3,0,1,1,0,4361.7998046875,4351.7998046875,0,0,,5.2998046875,0,1,1
2025-12-15 03:30:00+00:00,4356.60009765625,4361.60009765625,4356.5,4360.5,772,0.0,XAUUSD,15m,8.135672433035714,66.93548387096774,1.4209190687835906,3,0,1,1,0,4363.10009765625,4351.7998046875,0,0,1.0,,0,1,1
2025-12-15 03:45:00+00:00,4360.5,4360.5,4357.7998046875,4359.89990234375,539,0.0,XAUUSD,15m,6.892857142857143,55.57874177631579,1.5774872009941,3,0,1,1,0,4380.5,4351.7998046875,0,0,,5.39990234375,0,0,1
2025-12-15 04:00:00+00:00,4359.5,4363.10009765625,4356.2001953125,4358.89990234375,3204,0.0,XAUUSD,1h,6.178571428571429,68.04132793033148,1.5192183855684833,4,0,1,1,1,4380.5,4356.2001953125,0,0,,4.2998046875,0,1,1
2025-12-15 04:00:00+00:00,4359.5,4380.5,4356.2001953125,4372.39990234375,20683,0.0,XAUUSD,4h,7.478550502232143,75.34801094996797,2.4327214312495724,4,0,1,1,2,4380.5,4356.2001953125,0,0,,4.89990234375,0,1,-1
2025-12-15 04:00:00+00:00,4359.5,4362.7998046875,4358.2001953125,4360.7998046875,906,0.0,XAUUSD,15m,7.721400669642857,57.96818881477681,0.8455302210887535,4,0,1,1,0,4380.5,4356.2001953125,0,0,,20.7001953125,0,1,1
2025-12-15 04:15:00+00:00,4360.60009765625,4363.10009765625,4359.7998046875,4360.7001953125,697,0.0,XAUUSD,15m,7.5,55.61710354750237,0.8500988408487804,4,0,1,1,0,4380.5,4356.2001953125,0,0,,6.599609375,0,1,1
2025-12-15 04:30:00+00:00,4360.89990234375,4360.89990234375,4356.2001953125,4359.7001953125,1143,0.0,XAUUSD,15m,7.264264787946429,51.35697793254854,0.7321176137959139,4,0,1,1,0,4378.0,4356.2001953125,0,0,,5.2001953125,0,1,1
2025-12-15 04:45:00+00:00,4359.89990234375,4360.89990234375,4357.89990234375,4358.89990234375,458,0.0,XAUUSD,15m,7.05712890625,54.30295268302933,0.6367879983558111,4,0,1,1,0,4378.0,4356.2001953125,0,0,,3.10009765625,0,1,1
2025-12-15 05:00:00+00:00,4359.0,4378.0,4357.7998046875,4377.5,6444,0.0,XAUUSD,1h,8.25,66.05774590316227,2.667036367831095,5,0,1,1,1,4378.0,4356.2001953125,0,0,,3.10009765625,0,1,-1
2025-12-15 05:00:00+00:00,4359.0,4360.60009765625,4357.7998046875,4359.60009765625,1077,0.0,XAUUSD,15m,9.292864118303571,49.17838491833233,0.43707722697552626,5,0,1,1,0,4378.0,4357.7998046875,0,0,,18.89990234375,0,1,1
2025-12-15 05:15:00+00:00,4359.7001953125,4364.5,4359.10009765625,4363.0,1277,0.0,XAUUSD,15m,9.392857142857142,52.94128431396514,0.7854205604750579,5,0,1,1,0,4378.0,4357.7998046875,0,0,2.10009765625,,0,1,1
2025-12-15 05:30:00+00:00,4362.89990234375,4373.2998046875,4362.7001953125,4371.7998046875,2480,0.0,XAUUSD,15m,9.435686383928571,56.83116475409377,1.679796941692967,5,0,1,1,0,4378.2998046875,4357.7998046875,0,0,7.10009765625,,0,0,0
2025-12-15 05:45:00+00:00,4372.2001953125,4378.0,4371.60009765625,4377.5,1610,0.0,XAUUSD,15m,9.392822265625,62.58511686614923,2.262104439742636,5,0,1,1,0,4380.5,4359.10009765625,0,0,,1.099609375,0,0,-1
2025-12-15 06:00:00+00:00,4377.2998046875,4378.2998046875,4372.2001953125,4376.10009765625,1656,0.0,XAUUSD,15m,9.471365792410714,61.04192702861125,2.0639496816627316,6,0,1,1,0,4380.5,4362.7001953125,0,0,,5.7998046875,0,1,0
2025-12-15 06:00:00+00:00,4377.2998046875,4380.5,4372.2001953125,4376.10009765625,4563,0.0,XAUUSD,1h,9.699916294642858,59.24177470769623,1.9319698930298734,6,0,1,1,1,4380.5,4371.60009765625,0,0,,2.69970703125,0,1,0
2025-12-15 06:15:00+00:00,4376.0,4378.7001953125,4375.60009765625,4376.89990234375,995,0.0,XAUUSD,15m,9.728480747767858,60.04732771557197,1.99055683964486,6,0,1,1,0,4380.5,4372.2001953125,0,0,,5.60009765625,0,1,-1
2025-12-15 06:30:00+00:00,4377.0,4378.7998046875,4374.89990234375,4377.89990234375,845,0.0,XAUUSD,15m,9.514195033482142,61.229366270345146,2.125054745754543,6,0,1,1,0,4380.5,4372.2001953125,0,0,,2.900390625,0,1,-1
2025-12-15 06:45:00+00:00,4378.2001953125,4380.5,4375.7998046875,4376.10009765625,1067,0.0,XAUUSD,15m,8.114222935267858,52.537877265603015,2.2471023502643734,6,0,1,1,0,4380.5,4366.7001953125,0,0,,5.39990234375,0,1,-1
2025-12-15 07:00:00+00:00,4376.10009765625,4376.7998046875,4373.39990234375,4374.89990234375,1425,0.0,XAUUSD,15m,7.342808314732143,61.28016625129884,2.290906482822464,7,0,1,1,0,4380.5,4366.7001953125,0,0,,13.7998046875,0,1,-1
2025-12-15 07:00:00+00:00,4376.10009765625,4377.7998046875,4366.7001953125,4372.39990234375,6472,0.0,XAUUSD,1h,7.89990234375,59.01365534364067,1.7174514059382153,7,0,1,1,1,4380.5,4366.7001953125,0,1,,2.599609375,0,1,0
2025-12-15 07:15:00+00:00,4374.7998046875,4377.7998046875,4374.2001953125,4377.2001953125,1201,0.0,XAUUSD,15m,7.949916294642857,62.73649945272854,2.288934642273331,7,0,1,1,0,4377.7998046875,4366.7001953125,0,0,,11.099609375,0,1,-1
2025-12-15 07:30:00+00:00,4376.60009765625,4377.7001953125,4366.7001953125,4373.10009765625,2573,0.0,XAUUSD,15m,8.521344866071429,59.861246744791664,1.6219032703067273,7,0,1,1,0,4377.89990234375,4366.7001953125,0,0,,5.7998046875,0,1,0
2025-12-15 07:45:00+00:00,4373.2998046875,4374.89990234375,4372.0,4372.39990234375,1273,0.0,XAUUSD,15m,7.285609654017857,45.28642472269105,1.7818964432103237,7,0,1,1,0,4382.60009765625,4366.7001953125,0,0,,5.7001953125,0,1,0
2025-12-15 08:00:00+00:00,4372.2001953125,4377.89990234375,4372.0,4376.0,1086,0.0,XAUUSD,15m,6.299874441964286,70.60274073437941,2.6108087141776872,8,0,2,1,0,4384.2998046875,4366.7001953125,0,0,,2.89990234375,0,1,-1
2025-12-15 08:00:00+00:00,4372.2001953125,4382.60009765625,4372.0,4380.39990234375,5127,0.0,XAUUSD,1h,6.671316964285714,71.32325662107014,3.016720432540891,8,0,2,1,1,4384.2998046875,4369.39990234375,0,0,,8.5,0,1,-1
2025-12-15 08:00:00+00:00,4372.2001953125,4384.2998046875,4369.39990234375,4376.60009765625,21120,0.0,XAUUSD,4h,6.978480747767857,56.70426492450797,2.0162797336341667,8,0,2,1,2,4384.2998046875,4369.39990234375,0,0,,8.2001953125,0,1,-1
2025-12-15 08:15:00+00:00,4376.10009765625,4380.39990234375,4374.39990234375,4379.2998046875,1566,0.0,XAUUSD,15m,6.949916294642857,52.74362104385626,2.3906279637088113,8,0,2,1,0,4384.2998046875,4369.39990234375,0,0,,6.89990234375,0,1,-1
2025-12-15 08:30:00+00:00,4379.5,4380.5,4377.39990234375,4378.5,1170,0.0,XAUUSD,15m,6.735665457589286,53.7265903404352,2.330120785499815,8,0,2,1,0,4384.2998046875,4369.39990234375,0,0,,2.39990234375,0,1,-1
2025-12-15 08:45:00+00:00,4378.60009765625,4382.60009765625,4378.0,4380.39990234375,1305,0.0,XAUUSD,15m,6.471400669642857,56.30477117818891,2.696556113954387,8,0,2,1,0,4384.2998046875,4374.39990234375,0,0,,3.7001953125,0,1,-1
2025-12-15 09:00:00+00:00,4380.2998046875,4383.39990234375,4376.7998046875,4382.89990234375,1369,0.0,XAUUSD,15m,6.721400669642857,58.37993398619711,2.945165133470988,9,0,2,1,0,4384.2998046875,4375.7001953125,0,0,,6.89990234375,0,1,-1
2025-12-15 09:00:00+00:00,4380.2998046875,4384.2998046875,4375.7001953125,4376.10009765625,5429,0.0,XAUUSD,1h,7.057094029017857,47.83675289919715,1.7689427035480758,9,0,2,1,1,4384.2998046875,4375.7001953125,1,0,,4.89990234375,0,1,-1
2025-12-15 09:15:00+00:00,4382.7001953125,4384.10009765625,4378.5,4381.60009765625,1728,0.0,XAUUSD,15m,7.292794363839286,56.07066635048613,2.4407115282971534,9,0,2,1,0,4384.2998046875,4375.7001953125,0,0,,5.89990234375,0,1,-1
2025-12-15 09:30:00+00:00,4381.60009765625,4384.2998046875,4378.39990234375,4379.10009765625,991,0.0,XAUUSD,15m,7.471365792410714,54.50668510834486,2.034503281455923,9,0,2,1,0,4384.2998046875,4374.2001953125,0,0,,8.39990234375,0,1,-1
2025-12-15 09:45:00+00:00,4379.2998046875,4379.89990234375,4375.7001953125,4376.10009765625,1341,0.0,XAUUSD,15m,6.978515625,53.92805307899648,1.7331675330611984,9,0,2,1,0,4384.2998046875,4372.0,0,0,,10.099609375,0,1,-1
2025-12-15 10:00:00+00:00,4376.2998046875,4378.39990234375,4374.2001953125,4377.5,1055,0.0,XAUUSD,15m,6.892787388392857,50.3430320908197,1.9464179737065412,10,0,2,1,0,4384.2998046875,4372.0,0,0,,7.89990234375,0,1,-1
2025-12-15 10:00:00+00:00,4376.2998046875,4382.5,4372.0,4374.0,5970,0.0,XAUUSD,1h,6.857073102678571,51.04399152571176,1.386490700865315,10,0,2,1,1,4382.5,4372.0,0,1,,2.0,0,1,-1
2025-12-15 10:15:00+00:00,4377.5,4382.5,4376.39990234375,4377.0,1349,0.0,XAUUSD,15m,7.257080078125,55.06630672101703,1.7086676048519382,10,0,2,1,0,4382.5,4372.0,0,0,,10.5,0,1,-1
2025-12-15 10:30:00+00:00,4376.89990234375,4377.89990234375,4372.0,4373.10009765625,2521,0.0,XAUUSD,15m,7.257080078125,46.82715218343644,1.15251639082702,10,0,2,1,0,4382.5,4369.39990234375,0,0,,9.7998046875,0,1,-1
2025-12-15 10:45:00+00:00,4373.2998046875,4376.7998046875,4372.7001953125,4374.0,1045,0.0,XAUUSD,15m,6.792759486607143,42.416949191766086,1.3554912950417068,10,0,2,1,0,4382.5,4369.39990234375,0,0,,8.5,0,1,-1
2025-12-15 11:00:00+00:00,4373.7998046875,4377.7001953125,4369.39990234375,4376.60009765625,4594,0.0,XAUUSD,1h,6.321358816964286,50.0,1.8296801722361604,11,0,2,1,1,4377.89990234375,4369.39990234375,0,0,,7.39990234375,0,1,-1
2025-12-15 11:00:00+00:00,4373.7998046875,4373.7998046875,4369.39990234375,4372.7998046875,1324,0.0,XAUUSD,15m,6.407087053571429,42.280213407562044,1.204370772492061,11,0,2,1,0,4377.7001953125,4369.39990234375,0,0,,7.30029296875,0,1,-1
2025-12-15 11:15:00+00:00,4372.7998046875,4376.2998046875,4370.39990234375,4375.2998046875,1273,0.0,XAUUSD,15m,6.607073102678571,46.34679271365187,1.5371840478723922,11,0,2,1,0,4377.7001953125,4369.39990234375,0,0,,0.39990234375,0,1,-1
2025-12-15 11:30:00+00:00,4375.2998046875,4376.10009765625,4373.39990234375,4374.7998046875,804,0.0,XAUUSD,15m,6.471365792410714,43.3960960442218,1.4858399123520036,11,0,2,1,0,4380.0,4369.39990234375,0,0,,2.7998046875,0,1,-1
2025-12-15 11:45:00+00:00,4374.7998046875,4377.7001953125,4373.5,4376.60009765625,1193,0.0,XAUUSD,15m,6.299944196428571,42.446312732722895,1.8013468573644604,11,0,2,1,0,4382.60009765625,4370.39990234375,0,0,0.69970703125,,0,1,-1
2025-12-15 12:00:00+00:00,4376.89990234375,4380.0,4376.7998046875,4378.0,1225,0.0,XAUUSD,15m,5.928536551339286,52.616924256486826,2.1362982754011597,12,0,2,1,0,4382.60009765625,4342.7998046875,0,0,,0.900390625,0,0,-1
2025-12-15 12:00:00+00:00,4376.89990234375,4382.60009765625,4376.7998046875,4379.89990234375,4809,0.0,XAUUSD,1h,5.771414620535714,47.400328505300884,2.4624572635633877,12,0,2,1,1,4382.60009765625,4342.7998046875,0,0,,37.2001953125,0,1,-1
2025-12-15 12:00:00+00:00,4376.89990234375,4382.60009765625,4342.7998046875,4349.89990234375,69613,0.0,XAUUSD,4h,8.19287109375,25.747424770865436,-1.6954328426864225,12,0,2,1,2,4382.60009765625,4342.7998046875,1,0,,5.39990234375,0,1,1
2025-12-15 12:15:00+00:00,4377.89990234375,4380.7001953125,4377.2001953125,4380.60009765625,1051,0.0,XAUUSD,15m,10.092912946428571,52.55971558715698,1.6593757810832586,12,0,2,1,0,4382.60009765625,4342.7998046875,0,0,,3.7001953125,0,1,-1
2025-12-15 12:30:00+00:00,4380.7001953125,4382.60009765625,4378.89990234375,4379.5,1296,0.0,XAUUSD,15m,10.057233537946429,51.14154487586815,1.5479683258429988,12,0,2,1,0,4382.60009765625,4342.7998046875,0,0,,3.2001953125,0,1,-1
2025-12-15 12:45:00+00:00,4379.5,4381.2998046875,4377.5,4379.89990234375,1237,0.0,XAUUSD,15m,9.578648158482142,53.49104630266329,1.6595738829486566,12,0,2,1,0,4382.60009765625,4364.2998046875,0,0,,15.39990234375,0,1,-1
2025-12-15 13:00:00+00:00,4379.89990234375,4380.7001953125,4367.2001953125,4369.7001953125,3640,0.0,XAUUSD,15m,9.935791015625,46.01974419867733,0.5619260184129982,13,0,4,1,0,4382.60009765625,4364.2998046875,0,0,,17.0,0,1,-1
2025-12-15 13:00:00+00:00,4379.89990234375,4380.7001953125,4364.2998046875,4365.7001953125,13370,0.0,XAUUSD,1h,10.685825892857142,45.9695649630067,0.12146653941593391,13,0,4,1,1,4381.2998046875,4364.2998046875,0,0,,12.2001953125,0,1,-1
2025-12-15 13:15:00+00:00,4369.5,4375.60009765625,4368.5,4372.89990234375,3146,0.0,XAUUSD,15m,11.100132533482142,49.4392983888228,0.7577927167647364,13,0,4,1,0,4380.7001953125,4364.2998046875,0,0,,12.0,0,1,-1
2025-12-15 13:30:00+00:00,4372.89990234375,4375.7998046875,4368.7001953125,4371.7998046875,2260,0.0,XAUUSD,15m,11.014369419642858,47.515378821959494,0.6584685626300731,13,0,4,1,0,4380.7001953125,4361.7998046875,0,0,,11.30029296875,0,1,-1
2025-12-15 13:45:00+00:00,4371.89990234375,4378.89990234375,4364.2998046875,4365.7001953125,4324,0.0,XAUUSD,15m,11.542933872767858,46.410691892212135,0.09346165321926603,13,0,4,1,0,4378.89990234375,4348.7001953125,0,0,,14.0,0,1,-1
2025-12-15 14:00:00+00:00,4365.7001953125,4370.39990234375,4361.7998046875,4362.39990234375,3898,0.0,XAUUSD,15m,11.735804966517858,43.53062174008865,-0.18956118068092087,14,0,4,1,0,4378.89990234375,4348.7001953125,0,0,,30.19970703125,0,1,-1
2025-12-15 14:00:00+00:00,4365.7001953125,4370.39990234375,4348.7001953125,4355.39990234375,26496,0.0,XAUUSD,1h,13.092912946428571,40.866310799689195,-0.6645687944971652,14,0,4,1,1,4378.89990234375,4348.7001953125,0,0,,16.0,0,1,-1
2025-12-15 14:15:00+00:00,4362.5,4366.10009765625,4354.39990234375,4358.5,5945,0.0,XAUUSD,15m,13.628627232142858,41.581311688370675,-0.4051639143010505,14,0,4,1,0,4370.39990234375,4348.7001953125,0,0,,17.39990234375,0,1,-1
2025-12-15 14:30:00+00:00,4358.39990234375,4367.39990234375,4353.0,4359.7998046875,8870,0.0,XAUUSD,15m,14.414341517857142,41.52686470807533,-0.28578062201429444,14,0,4,1,0,4370.39990234375,4342.7998046875,0,0,,17.39990234375,0,1,-1
2025-12-15 14:45:00+00:00,4359.7998046875,4363.2998046875,4348.7001953125,4355.39990234375,7783,0.0,XAUUSD,15m,15.042864118303571,38.85344375627571,-0.554309852116046,14,0,4,1,0,4367.39990234375,4342.7998046875,0,0,,24.60009765625,0,1,-1
2025-12-15 15:00:00+00:00,4355.2998046875,4359.7998046875,4342.7998046875,4349.89990234375,24938,0.0,XAUUSD,1h,13.414271763392858,50.0,-0.9675355218293934,15,0,4,1,1,4367.39990234375,4342.7998046875,0,1,,19.7998046875,0,1,-1
2025-12-15 15:00:00+00:00,4355.2998046875,4359.7998046875,4343.5,4355.0,8813,0.0,XAUUSD,15m,12.378522600446429,28.594991385575128,-0.6176926331800622,15,0,4,1,0,4363.2998046875,4342.7998046875,0,0,,17.0,0,1,-1
2025-12-15 15:15:00+00:00,4354.89990234375,4359.2001953125,4342.7998046875,4346.0,7163,0.0,XAUUSD,15m,13.285679408482142,25.25820783567019,-1.234550001456468,15,0,4,1,0,4359.7998046875,4342.7998046875,0,0,,15.0,0,1,-1
2025-12-15 15:30:00+00:00,4345.7001953125,4356.60009765625,4344.7998046875,4355.2998046875,4621,0.0,XAUUSD,15m,13.857142857142858,33.94231075697212,-0.5039325312099836,15,0,4,1,0,4359.7998046875,4315.89990234375,0,0,,10.7001953125,0,1,-1
2025-12-15 15:45:00+00:00,4355.2001953125,4359.7001953125,4348.5,4349.89990234375,4341,0.0,XAUUSD,15m,13.69287109375,36.211363868203605,-0.8967288713846442,15,0,4,1,0,4359.7001953125,4315.89990234375,0,0,,40.7001953125,0,1,-1
2025-12-15 16:00:00+00:00,4350.0,4350.5,4315.89990234375,4342.89990234375,58216,0.0,XAUUSD,4h,14.992850167410714,34.7590231674598,-1.0673755323564498,16,0,3,1,2,4359.7001953125,4315.89990234375,0,1,,27.60009765625,0,1,-1
2025-12-15 16:00:00+00:00,4350.0,4350.5,4332.10009765625,4335.0,9347,0.0,XAUUSD,15m,15.599993024553571,24.900564599057063,-1.5069527915815148,16,0,3,1,0,4359.7001953125,4315.89990234375,0,0,,34.60009765625,0,1,-1
2025-12-15 16:00:00+00:00,4350.0,4350.5,4315.89990234375,4328.2001953125,31113,0.0,XAUUSD,1h,17.564313616071427,23.152691586087457,-1.6296084921309157,16,0,3,1,1,4350.5,4315.89990234375,0,1,,28.5,0,1,0
2025-12-15 16:15:00+00:00,4335.0,4337.39990234375,4322.0,4326.7998046875,9434,0.0,XAUUSD,15m,17.621442522321427,24.57490808823529,-1.6741595489892938,16,0,3,1,0,4350.5,4315.89990234375,0,0,,34.60009765625,0,1,0
2025-12-15 16:30:00+00:00,4326.7001953125,4331.2001953125,4315.89990234375,4327.2998046875,8092,0.0,XAUUSD,15m,18.100027901785715,26.187084677713216,-1.5749503903435025,16,0,3,1,0,4350.5,4315.89990234375,0,0,,14.60009765625,0,1,0
2025-12-15 16:45:00+00:00,4327.5,4330.60009765625,4322.7998046875,4328.2001953125,4240,0.0,XAUUSD,15m,17.107212611607142,29.881902560583626,-1.600079294934302,16,0,3,1,0,4337.39990234375,4315.89990234375,0,0,,10.0,0,1,0
2025-12-15 17:00:00+00:00,4328.10009765625,4336.2998046875,4321.2001953125,4334.2998046875,10665,0.0,XAUUSD,1h,17.350027901785715,32.860956649237835,-1.1971834878000223,17,0,3,1,1,4336.2998046875,4315.89990234375,0,0,,9.39990234375,0,1,0
2025-12-15 17:00:00+00:00,4328.10009765625,4330.7998046875,4321.2001953125,4327.5,3407,0.0,XAUUSD,15m,17.257149832589285,28.77794317686009,-1.5870887399647713,17,0,3,1,0,4336.2998046875,4321.2001953125,0,0,,13.0,0,1,0
2025-12-15 17:15:00+00:00,4327.2998046875,4333.89990234375,4323.2998046875,4332.39990234375,3162,0.0,XAUUSD,15m,16.971470424107142,34.986868609602496,-1.3164085180667242,17,0,3,1,0,4336.2998046875,4321.2001953125,0,0,,0.599609375,0,1,0
2025-12-15 17:30:00+00:00,4332.39990234375,4335.2001953125,4330.2001953125,4333.89990234375,2196,0.0,XAUUSD,15m,16.114327566964285,38.98065696376207,-1.2878755819695957,17,0,3,1,0,4336.2998046875,4321.2001953125,0,0,,2.39990234375,0,1,0
2025-12-15 17:45:00+00:00,4333.60009765625,4336.2998046875,4331.5,4334.2998046875,1900,0.0,XAUUSD,15m,15.292898995535714,34.75672021746321,-1.3261672322040596,17,0,3,1,0,4343.2998046875,4323.2998046875,0,0,,4.2001953125,0,1,0
2025-12-15 18:00:00+00:00,4334.10009765625,4335.2998046875,4331.0,4332.7001953125,1299,0.0,XAUUSD,15m,14.428571428571429,39.00824845442365,-1.5128917146537535,18,0,3,1,0,4343.2998046875,4329.60009765625,0,0,,6.69970703125,0,1,0
2025-12-15 18:00:00+00:00,4334.10009765625,4343.2998046875,4329.60009765625,4342.7001953125,9238,0.0,XAUUSD,1h,14.564243861607142,39.70607008361524,-0.793792705241614,18,0,3,1,1,4343.2998046875,4329.60009765625,0,0,,5.69970703125,0,1,-1
2025-12-15 18:15:00+00:00,4332.7001953125,4336.5,4329.60009765625,4335.5,3482,0.0,XAUUSD,15m,14.699951171875,38.571417499205566,-1.2675728652655294,18,0,3,1,0,4343.2998046875,4329.60009765625,0,0,,11.099609375,0,1,0
2025-12-15 18:30:00+00:00,4335.39990234375,4339.7001953125,4332.2001953125,4338.7998046875,2492,0.0,XAUUSD,15m,12.764229910714286,46.54287949277451,-1.19524933410167,18,0,3,1,0,4347.0,4329.60009765625,0,0,0.7001953125,,0,1,0
2025-12-15 18:45:00+00:00,4338.89990234375,4343.2998046875,4337.2001953125,4342.7001953125,1965,0.0,XAUUSD,15m,11.885637555803571,56.96222649972628,-0.951605015102726,18,0,3,1,0,4347.0,4329.60009765625,0,0,1.19970703125,,0,0,-1
2025-12-15 19:00:00+00:00,4342.5,4347.0,4340.89990234375,4341.89990234375,2160,0.0,XAUUSD,15m,9.849923270089286,63.89414363108738,-1.2253305184465726,19,0,3,1,0,4347.0,4332.2001953125,0,0,,6.69970703125,0,0,-1
2025-12-15 19:00:00+00:00,4342.5,4347.0,4336.60009765625,4342.89990234375,7200,0.0,XAUUSD,1h,9.492780412946429,66.46230041838498,-1.1503526247575084,19,0,3,1,1,4347.0,4336.60009765625,0,1,,9.10009765625,0,1,-1
2025-12-15 19:15:00+00:00,4341.2998046875,4343.5,4337.89990234375,4338.10009765625,2133,0.0,XAUUSD,15m,8.799909319196429,60.150707185667216,-1.780428290481213,19,0,3,1,0,4347.0,4336.60009765625,0,0,,10.39990234375,0,1,-1
2025-12-15 19:30:00+00:00,4338.0,4341.2998046875,4336.60009765625,4340.39990234375,1833,0.0,XAUUSD,15m,8.578438895089286,61.172072724671125,-1.55295612504352,19,0,3,1,0,4347.0,4327.89990234375,0,0,,4.2998046875,0,1,-1
2025-12-15 19:45:00+00:00,4340.60009765625,4343.2001953125,4339.2001953125,4342.89990234375,1074,0.0,XAUUSD,15m,7.785609654017857,58.43154901529005,-1.3871192609976715,19,0,3,1,0,4343.5,4327.89990234375,0,0,,13.39990234375,0,1,-1
2025-12-15 20:00:00+00:00,4342.7998046875,4343.2998046875,4327.89990234375,4333.7001953125,6661,0.0,XAUUSD,1h,7.949916294642857,55.805490023957134,-2.4886265326497905,20,0,3,1,1,4343.2998046875,4327.89990234375,1,0,,15.30029296875,0,1,-1
2025-12-15 20:00:00+00:00,4342.7998046875,4343.2998046875,4327.89990234375,4333.10009765625,8873,0.0,XAUUSD,4h,8.292759486607142,50.71303552249493,-2.424130810218672,20,0,3,1,2,4343.2998046875,4327.89990234375,0,1,,3.39990234375,0,1,-1
2025-12-15 20:00:00+00:00,4342.7998046875,4343.2998046875,4339.89990234375,4340.5,1030,0.0,XAUUSD,15m,8.664167131696429,56.00014204671562,-1.4637245592129897,20,0,3,1,0,4343.2998046875,4327.89990234375,0,0,,15.39990234375,0,1,-1
2025-12-15 20:15:00+00:00,4340.60009765625,4340.60009765625,4327.89990234375,4333.7001953125,2940,0.0,XAUUSD,15m,9.228480747767858,49.511714090309034,-2.1007861123155758,20,0,3,1,0,4343.2998046875,4327.89990234375,0,0,,14.39990234375,0,1,-1
2025-12-15 20:30:00+00:00,4333.39990234375,4336.5,4328.89990234375,4334.5,1577,0.0,XAUUSD,15m,9.464215959821429,51.484996938150644,-1.9584104327998144,20,0,3,1,0,4343.2998046875,4327.89990234375,0,0,,7.80029296875,0,1,-1
2025-12-15 20:45:00+00:00,4334.7998046875,4336.7998046875,4332.7998046875,4333.7001953125,1114,0.0,XAUUSD,15m,8.771379743303571,41.24503638401763,-2.200322574095903,20,0,3,1,0,4340.60009765625,4327.89990234375,0,0,,6.7998046875,0,1,-1
